sender,subject,body,dmarc_spf_pass,label,num_links,num_dollar_signs,num_urgent_terms,num_personal_pronouns,domain_match,suspicious_subject,signature_mismatch
christopher@howellgroup.com,Invoice 8950: Past Due Payment Notice,"
Hi Christopher,

This is a reminder that your payment for invoice #8950 for $1179 is past due.
To avoid service interruption, please update your payment information.

Please click here to update your payment method: 
https://billing.Howell Group.com/update-payment?token=162eaaa7-d5bc-4019-b9db-671ba24c58c2

If you believe this is an error, please contact our billing department.

Best regards,
Howell Group Billing Department
                ",0,1,1,1,0,1,1,0,1
security@adams-ramirez-alerts.com,Notification: Adams-Ramirez - Account Verification Needed,"
Hello Brittney,

Following up on our conversation about the The pretty project. As discussed, 
we've updated our banking information due to a system upgrade:

New Payment Details:
Account Name: Adams-Ramirez Services
Account #: 4948278198445966
Routing #: 61262926

Please direct all future payments to this new account.

Sincerely,
Brittney
Private music teacher
Adams-Ramirez
                

Questions? Visit our FAQ page at https://adams-ramirez.com/faq or call 1-800-9236155

Best regards,
Brittney Marshall
Market researcher
Adams-Ramirez
Phone: 001-731-774-8185x51174",0,1,1,0,0,4,1,-1,1
richard.lee@schroedercookandpark.com,Meeting Follow-up: Phased logistical ability,"
Dear Richard,

Your August 2020 statement is now available in your secure portal. You can 
access it by logging into your account at https://portal.Schroeder, Cook and Parks.com/statements.

If you have any questions about your statement, please reply to this email.

Thank you for your business.

Sincerely,
Schroeder, Cook and Parks Billing Department
                

Best regards,
Richard Lee
Research officer, political party
Schroeder, Cook and Parks
Phone: (277)864-5048",1,0,1,0,0,0,1,-1,1
priscilla@horton-chen.com,Project Update: Family heart,"
Hello Team,

Quick update on the Family heart project. Milestones are on track. 
We've completed 36% of the deliverables ahead of schedule.

Meeting scheduled for 2025-01-26 to discuss next steps.

Best regards,
Priscilla
IT trainer
Horton-Chen
                

Best regards,
Priscilla Good
Veterinary surgeon
Horton-Chen
Phone: 001-732-216-0837x762",0,0,0,0,0,1,1,-1,1
billing@parkerjonesandcastan.com,Your May 2023 Statement,"
Hello Team,

Quick update on the Knowledge because project. Milestones are on track. 
We've completed 30% of the deliverables ahead of schedule.

Meeting scheduled for 2025-08-12 to discuss next steps.

Best regards,
Brittany
Retail manager
Parker, Jones and Castaneda
                

Best regards,
Brittany White
Multimedia programmer
Parker, Jones and Castaneda
Phone: 598-377-7497",1,0,0,0,0,1,1,0,1
taylor@delgado-lee.com,Invoice 7550: Past Due Payment Notice,"
Hi Taylor,

This is a reminder that your payment for invoice #7550 for $4315 is past due.
To avoid service interruption, please update your payment information.

Please click here to update your payment method: 
https://billing.Delgado-Lee.com/update-payment?token=50387e8b-2fc2-406a-95dd-b5993c253c2a

If you believe this is an error, please contact our billing department.

Best regards,
Delgado-Lee Billing Department
                

Best regards,
Taylor Gray
Financial trader
Delgado-Lee
Phone: 963-702-0427",1,0,1,1,0,1,1,0,1
support@ewinginc.com,Invoice 5932: Past Due Payment Notice,"
Hi Claire,

This is a reminder that your payment for invoice #5932 for $4788 is past due.
To avoid service interruption, please update your payment information.

Please click here to update your payment method: 
https://billing.Ewing Inc.com/update-payment?token=a3dfc63a-2887-4768-a1ff-41ffde7cb40b

If you believe this is an error, please contact our billing department.

Best regards,
Ewing Inc Billing Department
                

Questions? Visit our FAQ page at https://ewinginc.com/faq or call 1-800-4355026

Best regards,
Claire Hart
Animal nutritionist
Ewing Inc
Phone: 254.305.8045x2399",1,1,2,1,0,2,1,0,1
noreply@arroyo-short-secure.com,Notification: Arroyo-Short - Account Verification Needed,"
Hi Rita,

This is a reminder that your payment for invoice #1675 for $1253 is past due.
To avoid service interruption, please update your payment information.

Please click here to update your payment method: 
https://billing.Arroyo-Short.com/update-payment?token=af69667d-9fb3-40c9-9633-444388654b3c

If you believe this is an error, please contact our billing department.

Best regards,
Arroyo-Short Billing Department
                ",0,1,1,1,0,1,1,-1,1
carlos@walkerhillandharris.com,Action Required: Update Payment Information,"
Hello Carlos,

Following up on our conversation about the Anyone military project. As discussed, 
we've updated our banking information due to a system upgrade:

New Payment Details:
Account Name: Walker, Hill and Harris Services
Account #: 4548469465604716
Routing #: 483824455

Please direct all future payments to this new account.

Sincerely,
Carlos
Medical laboratory scientific officer
Walker, Hill and Harris
                

Best regards,
Carlos Turner
Corporate investment banker
Walker, Hill and Harris
Phone: 001-540-878-9314x06155",1,1,0,0,0,3,1,-1,1
contact@guerrero-thomas.com,Your May 2022 Statement,"
Hello Team,

Quick update on the Including concern project. Milestones are on track. 
We've completed 66% of the deliverables ahead of schedule.

Meeting scheduled for 2025-04-27 to discuss next steps.

Best regards,
Martha
Company secretary
Guerrero-Thomas
                

Best regards,
Martha Price
Physiological scientist
Guerrero-Thomas
Phone: 4835486693",1,0,0,0,0,1,1,0,1
security@carter-alvarez-alerts.com,Notification: Carter-Alvarez - Account Verification Needed,"
Hi Leslie,

This is a reminder that your payment for invoice #5316 for $4697 is past due.
To avoid service interruption, please update your payment information.

Please click here to update your payment method: 
https://billing.Carter-Alvarez.com/update-payment?token=68ab3727-1922-4e11-bd07-5373b102cd92

If you believe this is an error, please contact our billing department.

Best regards,
Carter-Alvarez Billing Department
                ",0,0,1,1,0,1,1,0,1
help@kinggroup.com,Your January 2020 Statement,"
Hello Team,

Quick update on the Factor public project. Milestones are on track. 
We've completed 67% of the deliverables ahead of schedule.

Meeting scheduled for 2025-01-30 to discuss next steps.

Best regards,
Gina
Health and safety inspector
King Group
                

Best regards,
Gina Brown
Architect
King Group
Phone: +1-340-568-3160x40862",1,0,0,0,0,1,1,0,1
michelle@gibsonbartonandspenc.com,"Notification: Gibson, Barton and Spence - Account Verification Needed","
Dear Michelle,

We've detected suspicious activity on your Gibson, Barton and Spence account. For your security, 
we've temporarily restricted access until verification is completed.

Please verify your identity at: https://secure.Gibson, Barton and Spence.com/verify?token=6c3f31ed-2afd-47cb-aef5-13628505ebd9

If this wasn't you, contact security immediately: security@Gibson, Barton and Spence.com

Sincerely,
Gibson, Barton and Spence Security Team
                

Questions? Visit our FAQ page at https://gibsonbartonandspenc.com/faq or call 1-800-8248301",0,1,2,0,3,3,1,0,0
service@roman-stewart.com,Welcome Maria to Roman-Stewart!,"
Hi Maria,

Great connecting with you during our meeting about Assimilated regional project. As discussed, 
I've attached the presentation materials for your review.

We're excited about our collaboration and look forward to our next check-in on 2025-07-14.

Best regards,
Maria
Scientist, physiological
Roman-Stewart
                

Best regards,
Maria Smith
Designer, ceramics/pottery
Roman-Stewart
Phone: 396-431-2369",1,0,0,0,0,5,1,0,1
donald.aguil@jones-jackson.com,Welcome Donald to Jones-Jackson!,"
Dear Donald,

Your July 2020 statement is now available in your secure portal. You can 
access it by logging into your account at https://portal.Jones-Jackson.com/statements.

If you have any questions about your statement, please reply to this email.

Thank you for your business.

Sincerely,
Jones-Jackson Billing Department
                

Best regards,
Donald Aguilar
Estate manager/land agent
Jones-Jackson
Phone: 001-417-954-7857x76541",1,0,1,0,0,0,1,0,1
service@gonzalezplc.com,Project Update: Per us,"
Hi Michael,

Great connecting with you during our meeting about Organized 3rdgeneration middleware. As discussed, 
I've attached the presentation materials for your review.

We're excited about our collaboration and look forward to our next check-in on 2025-08-11.

Best regards,
Michael
Information officer
Gonzalez PLC
                

Best regards,
Michael Gallegos
Marine scientist
Gonzalez PLC
Phone: (570)223-6452",1,0,0,0,0,5,1,-1,1
billing@sullivan-guzman.com,Project Update: Drive second,"
Hello Team,

Quick update on the Drive second project. Milestones are on track. 
We've completed 53% of the deliverables ahead of schedule.

Meeting scheduled for 2025-01-21 to discuss next steps.

Best regards,
Judith
Midwife
Sullivan-Guzman
                

Best regards,
Judith Cain
Chartered loss adjuster
Sullivan-Guzman
Phone: (567)534-1309",1,0,0,0,0,1,1,-1,1
amanda@wardgroup.com,Invoice 7467: Past Due Payment Notice,"
Dear Amanda,

We've detected suspicious activity on your Ward Group account. For your security, 
we've temporarily restricted access until verification is completed.

Please verify your identity at: https://secure.Ward Group.com/verify?token=06a03eca-86e8-48e1-93b8-a803a908e763

If this wasn't you, contact security immediately: security@Ward Group.com

Sincerely,
Ward Group Security Team
                ",0,1,1,0,3,2,1,0,1
sarah.reyno@hughesinc.com,Project Update: Today control,"
Hello Team,

Quick update on the Today control project. Milestones are on track. 
We've completed 37% of the deliverables ahead of schedule.

Meeting scheduled for 2025-01-03 to discuss next steps.

Best regards,
Sarah
Multimedia specialist
Hughes Inc
                

Best regards,
Sarah Reynolds
Electrical engineer
Hughes Inc
Phone: 3994234630",1,0,0,0,0,1,1,-1,1
timothy.pache@jordan-nguyen.com,Project Update: Provide her,"
Hello Team,

Quick update on the Provide her project. Milestones are on track. 
We've completed 60% of the deliverables ahead of schedule.

Meeting scheduled for 2025-01-05 to discuss next steps.

Best regards,
Timothy
Regulatory affairs officer
Jordan-Nguyen
                

Best regards,
Timothy Pacheco
Warden/ranger
Jordan-Nguyen
Phone: +1-656-467-1448x382",0,0,0,0,0,1,1,-1,1
jessica.schul@miller-ward.com,Project Update: Democrat effect,"
Hi Jessica,

Great connecting with you during our meeting about Enhanced mission-critical capability. As discussed, 
I've attached the presentation materials for your review.

We're excited about our collaboration and look forward to our next check-in on 2025-07-11.

Best regards,
Jessica
Food technologist
Miller-Ward
                

Best regards,
Jessica Schultz
Programme researcher, broadcasting/film/video
Miller-Ward
Phone: (469)270-6739",1,0,0,0,0,5,1,-1,1
